0.000000  0.000000
0.005000  0.000250
0.010000  0.000500
0.015000  0.000750
0.020000  0.001000
0.025000  0.001250
0.030000  0.001500
0.035000  0.001750
0.040000  0.002000
0.045000  0.002250
0.050000  0.002500
0.055000  0.002750
0.060000  0.003000
0.065000  0.003250
0.070000  0.003500
0.075000  0.003750
0.080000  0.004000
0.085000  0.004250
0.090000  0.004500
0.095000  0.004750
0.100000  0.005000
0.105000  0.005250
0.110000  0.005500
0.115000  0.005750
0.120000  0.006000
0.125000  0.006250
0.130000  0.006500
0.135000  0.006750
0.140000  0.007000
0.145000  0.007250
0.150000  0.007500
0.155000  0.007750
0.160000  0.008000
0.165000  0.008250
0.170000  0.008500
0.175000  0.008750
0.180000  0.009000
0.185000  0.009250
0.190000  0.009500
0.195000  0.009750
0.200000  0.010000
0.205000  0.010250
0.210000  0.010500
0.215000  0.010750
0.220000  0.011000
0.225000  0.011250
0.230000  0.011500
0.235000  0.011750
0.240000  0.012000
0.245000  0.012250
0.250000  0.012500
0.255000  0.012750
0.260000  0.013000
0.265000  0.013250
0.270000  0.013500
0.275000  0.013750
0.280000  0.014000
0.285000  0.014250
0.290000  0.014500
0.295000  0.014750
0.300000  0.015000
0.305000  0.015250
0.310000  0.015500
0.315000  0.015750
0.320000  0.016000
0.325000  0.015750
0.330000  0.015500
0.335000  0.015250
0.340000  0.015000
0.345000  0.014750
0.350000  0.014500
0.355000  0.014250
0.360000  0.014000
0.365000  0.013750
0.370000  0.013500
0.375000  0.013250
0.380000  0.013000
0.385000  0.012750
0.390000  0.012500
0.395000  0.012250
0.400000  0.012000
0.405000  0.011750
0.410000  0.011500
0.415000  0.011250
0.420000  0.011000
0.425000  0.010750
0.430000  0.010500
0.435000  0.010250
0.440000  0.010000
0.445000  0.009750
0.450000  0.009500
0.455000  0.009250
0.460000  0.009000
0.465000  0.008750
0.470000  0.008500
0.475000  0.008250
0.480000  0.008000
0.485000  0.007750
0.490000  0.007500
0.495000  0.007250
0.500000  0.007000
0.505000  0.006750
0.510000  0.006500
0.515000  0.006250
0.520000  0.006000
0.525000  0.005750
0.530000  0.005500
0.535000  0.005250
0.540000  0.005000
0.545000  0.004750
0.550000  0.004500
0.555000  0.004250
0.560000  0.004000
0.565000  0.003750
0.570000  0.003500
0.575000  0.003250
0.580000  0.003000
0.585000  0.002750
0.590000  0.002500
0.595000  0.002250
0.600000  0.002000
0.605000  0.001750
0.610000  0.001500
0.615000  0.001250
0.620000  0.001000
0.625000  0.000750
0.630000  0.000500
0.635000  0.000250
0.640000  0.000000
